sub-ID roi-ID volOverlap volAALroi quotient
1002 019 0 17232 0
1003 019 0 17232 0
1004 019 0 17232 0
1005 019 0 17232 0
1006 019 0 17232 0
1007 019 0 17232 0
1008 019 0 17232 0
1009 019 0 17232 0
1010 019 0 17232 0
1011 019 0 17232 0
1012 019 0 17232 0
1013 019 0 17232 0
1014 019 0 17232 0
1015 019 0 17232 0
1016 019 0 17232 0
1017 019 0 17232 0
1018 019 0 17232 0
1019 019 0 17232 0
1020 019 0 17232 0
1021 019 0 17232 0
1022 019 0 17232 0
1023 019 0 17232 0
1024 019 0 17232 0
1025 019 0 17232 0
1026 019 0 17232 0
1027 019 0 17232 0
1028 019 0 17232 0
1029 019 0 17232 0
1030 019 0 17232 0
1031 019 0 17232 0
1032 019 0 17232 0
1033 019 0 17232 0
1034 019 0 17232 0
1035 019 0 17232 0
1036 019 0 17232 0
1037 019 0 17232 0
1038 019 0 17232 0
1039 019 0 17232 0
1040 019 0 17232 0
1041 019 0 17232 0
1042 019 0 17232 0
1043 019 0 17232 0
1044 019 0 17232 0
1045 019 0 17232 0
1046 019 0 17232 0
1047 019 0 17232 0
1048 019 0 17232 0
1049 019 0 17232 0
1050 019 0 17232 0
1051 019 0 17232 0
1052 019 0 17232 0
1053 019 0 17232 0
1054 019 0 17232 0
1055 019 0 17232 0
1056 019 0 17232 0
1057 019 0 17232 0
1058 019 0 17232 0
1059 019 0 17232 0
1060 019 0 17232 0
1002 020 0 18068 0
1003 020 0 18068 0
